,Title,director,actors,Genre,id,Image_url,Average_vote,Runtime,imdb_link,combo
93,holes,Andrew Davis,Shia LaBeouf  Jon Voight  Sigourney Weaver,Family  Drama,8326,https://image.tmdb.org/t/p/w500//o2Dm2mcE1qW8vT0bpsJO5OMBbqa.jpg,6.8,117min,https://www.imdb.com/title/tt0311289,family drama andrew davis shia labeouf jon voight sigourney weaver
94,hollywood homicide,Ron Shelton,Harrison Ford  Josh Hartnett  Lena Olin,Crime  Comedy,11375,https://image.tmdb.org/t/p/w500//Am7AhZYG7HLksY5E35oaEJ3Desz.jpg,5.266,116min,https://www.imdb.com/title/tt0329717,crime comedy ron shelton harrison ford josh hartnett lena olin
95,honey,Bille Woodruff,Jessica Alba  Mekhi Phifer  Lil' Romeo,Musical  Romance,10028,https://image.tmdb.org/t/p/w500//xyqsfWcjC9TQZjGn2NLspL5YoJ4.jpg,6.3,94min,https://www.imdb.com/title/tt0322589,musical romance bille woodruff jessica alba mekhi phifer lil' romeo
96,hope springs,Mark Herman,Colin Firth  Heather Graham  Minnie Driver,Romantic Comedy,21544,https://image.tmdb.org/t/p/w500//jTBHePOwIm2XAjGORnfPIAlVUvb.jpg,6.2,100min,https://www.imdb.com/title/tt1535438,romantic comedy mark herman colin firth heather graham minnie driver
97,house of 1000 corpses,Rob Zombie,Sid Haig  Bill Moseley  Erin Daniels,Comedy  Horror,2662,https://image.tmdb.org/t/p/w500//afISpRBO81uaLy5hrMHqyof6C1J.jpg,6.196,89min,https://www.imdb.com/title/tt0251736,comedy horror rob zombie sid haig bill moseley erin daniel
98,house of sand and fog,Vadim Perelman,Jennifer Connelly  Ben Kingsley  Shohreh Aghdashloo,Drama,11093,https://image.tmdb.org/t/p/w500//ol3qMk1NYw1pma49FXSz9SUja4d.jpg,7.177,126min,https://www.imdb.com/title/tt0315983,drama vadim perelman jennifer connelly ben kingsley shohreh aghdashloo
99,house of the dead,Uwe Boll,Jonathan Cherry  Ona Grauer  Tyron Leitso,Horror,29293,https://image.tmdb.org/t/p/w500//r95UYIFeCjIVKZ1MPxZwEHITAhg.jpg,4.704,95min,https://www.imdb.com/title/tt0435665,horror uwe boll jonathan cherry ona grauer tyron leitso
100,how to deal,Clare Kilner,Mandy Moore  Allison Janney  Trent Ford,Romantic Comedy,17403,https://image.tmdb.org/t/p/w500//pD87iTm4MP7JNcxIUssAbpri8nF.jpg,5.5,99min,https://www.imdb.com/title/tt0319524,romantic comedy clare kilner mandy moore allison janney trent ford
101,how to lose a guy in 10 days,Donald Petrie,Kate Hudson  Matthew McConaughey,Romantic Comedy,9919,https://image.tmdb.org/t/p/w500//cCJA1nfLZEs13xKD3syWb86ysgx.jpg,6.712,116min,https://www.imdb.com/title/tt0251127,romantic comedy donald petrie kate hudson matthew mcconaughey
102,hulk,Ang Lee,Eric Bana  Jennifer Connelly  Nick Nolte,Superhero  Action,1927,https://image.tmdb.org/t/p/w500//qnngKqAcqfH2pBxDoKu5lxzSbTo.jpg,5.518,138min,https://www.imdb.com/title/tt0286716,superhero action ang lee eric bana jennifer connelly nick nolte
103,the human stain,Robert Benton,Anthony Hopkins  Nicole Kidman,Romance,10922,https://image.tmdb.org/t/p/w500//peS0GGnbBR7vXDaDGPxHNit4q0T.jpg,5.996,106min,https://www.imdb.com/title/tt0308383,romance robert benton anthony hopkins nicole kidman
104,the hunted,William Friedkin,Tommy Lee Jones  Benicio del Toro  Connie Nielsen,Action  Drama,10632,https://image.tmdb.org/t/p/w500//iIl3l7BPenoVpdRJAqIXeIgMQvV.jpg,6.142,94min,https://www.imdb.com/title/tt0269347,action drama william friedkin tommy lee jones benicio del toro connie nielsen
105,i am david,Paul Feig,Jim Caviezel  Ben Tibber  Joan Plowright,Drama,15397,https://image.tmdb.org/t/p/w500//cPoiPR15ylyBCNIr9zmUAzEb1Jm.jpg,6.9,90min,https://www.imdb.com/title/tt0327919,drama paul feig jim caviezel ben tibber joan plowright
106,identity,James Mangold,John Cusack  Ray Liotta  Amanda Peet,Horror,2832,https://image.tmdb.org/t/p/w500//bnidwEvWNAVJ3Uco9wWtuzWAfrx.jpg,7.183,90min,https://www.imdb.com/title/tt0309698,horror james mangold john cusack ray liotta amanda peet
107,imagining argentina,Christopher Hampton,Antonio Banderas  Emma Thompson,Drama  Romance,34036,https://image.tmdb.org/t/p/w500//dptNfFk4g0qQ0nxIIUfRrH7UNnu.jpg,5.5,107min,https://www.imdb.com/title/tt0314197,drama romance christopher hampton antonio banderas emma thompson
108,in the cut,Jane Campion,Meg Ryan  Mark Ruffalo  Jennifer Jason Leigh,Crime  Drama,10944,https://image.tmdb.org/t/p/w500//c8Xg0yc8UQwDXooffBNLLs2BvQH.jpg,5.182,119min,https://www.imdb.com/title/tt0199626,crime drama jane campion meg ryan mark ruffalo jennifer jason leigh
109,the in-laws,Andrew Fleming,Michael Douglas  Albert Brooks  David Suchet,Action  Comedy,5146,https://image.tmdb.org/t/p/w500//uziAQLzimrP8eW3w37F8lo8CnD3.jpg,5.7,98min,https://www.imdb.com/title/tt0314786,action comedy andrew fleming michael douglas albert brook david suchet
110,indigo,Stephen Simon,Neale Donald Walsch  Dane Bowman,Drama,975556,https://image.tmdb.org/t/p/w500//g7MFsfcV9nm8LZBFpN4c5PTeEnw.jpg,7.2,82min,https://www.imdb.com/title/tt20241416,drama stephen simon neale donald walsch dane bowman
111,intolerable cruelty,Joel and Ethan Coen,George Clooney  Catherine Zeta-Jones,Crime  Comedy,11775,https://image.tmdb.org/t/p/w500//7K8hDwOWsZv0MluyrB8nWlhJOgB.jpg,5.952,100min,https://www.imdb.com/title/tt0138524,crime comedy joel and ethan coen george clooney catherine zeta-jones
112,it runs in the family,Fred Schepisi,Michael Douglas  Kirk Douglas,Drama,31459,https://image.tmdb.org/t/p/w500//2CQG3q7IhiaJyC4YIQZE8P0DWWB.jpg,5.6,109min,https://www.imdb.com/title/tt0311110,drama fred schepisi michael douglas kirk douglas
113,the italian job,F. Gary Gray,Mark Wahlberg  Charlize Theron  Edward Norton,Action  Crime,9654,https://image.tmdb.org/t/p/w500//eSkjK4kctyrWpFhxl35GPvSs6tI.jpg,6.748,110min,https://www.imdb.com/title/tt0317740,action crime f. gary gray mark wahlberg charlize theron edward norton
114,jeepers creepers ii,Victor Salva,Ray Wise  Jonathan Breck  Nicki Lynn Aycox,Horror,55341,https://image.tmdb.org/t/p/w500//pK7ge28ubs45av9aGEbVWW7ZbA8.jpg,4.904,100min,https://www.imdb.com/title/tt1139592,horror victor salva ray wise jonathan breck nicki lynn aycox
115,johnny english,Peter Howitt,Rowan Atkinson  John Malkovich  Ben Miller,Spy  Comedy,58233,https://image.tmdb.org/t/p/w500//1T6qnlTVkrGr0mpgZbpSwVU5FWW.jpg,6.209,101min,https://www.imdb.com/title/tt1634122,spy comedy peter howitt rowan atkinson john malkovich ben miller
116,the jungle book 2,Steven Trenbirth,John Goodman  Haley Joel Osment  Mae Whitman,Animation  Family,14873,https://image.tmdb.org/t/p/w500//DhuskQc9lSjPiYKr9hy0AZ7uiC.jpg,5.9,72min,https://www.imdb.com/title/tt0283426,animation family steven trenbirth john goodman haley joel osment mae whitman
117,just married,Shawn Levy,Ashton Kutcher  Brittany Murphy,Romantic comedy,12090,https://image.tmdb.org/t/p/w500//dWGEGhyl7T5prK8o18IUTSafxjv.jpg,5.736,95min,https://www.imdb.com/title/tt0305711,romantic comedy shawn levy ashton kutcher brittany murphy
118,kangaroo jack,David McNally,Jerry O'Connell  Anthony Anderson  Estella Warren,Crime comedy,10628,https://image.tmdb.org/t/p/w500//nflh9On0de4l7ItCl3n4NVXjmnm.jpg,5.142,89min,https://www.imdb.com/title/tt0257568,crime comedy david mcnally jerry o'connell anthony anderson estella warren
119,kill bill: volume 1,Quentin Tarantino,Uma Thurman  Lucy Liu  Vivica A. Fox,Action,24,https://image.tmdb.org/t/p/w500//v7TaX8kXMXs5yFFGR41guUDNcnB.jpg,7.968,111min,https://www.imdb.com/title/tt0266697,action quentin tarantino uma thurman lucy liu vivica a. fox
120,lara croft tomb raider: the cradle of life,Jan de Bont,Angelina Jolie  Gerard Butler,Action  Fantasy,1996,https://image.tmdb.org/t/p/w500//vzWqkXbqs3EEMi3jgFpiRPgFGlG.jpg,5.739,117min,https://www.imdb.com/title/tt0325703,action fantasy jan de bont angelina jolie gerard butler
121,the last samurai,Edward Zwick,Tom Cruise  Ken Watanabe  Timothy Spall,Action  drama,616,https://image.tmdb.org/t/p/w500//lsasOSgYI85EHygtT5SvcxtZVYT.jpg,7.554,154min,https://www.imdb.com/title/tt0325710,action drama edward zwick tom cruise ken watanabe timothy spall
122,the league of extraordinary gentlemen,Stephen Norrington,Sean Connery  Naseeruddin Shah  Peta Wilson,Superhero,8698,https://image.tmdb.org/t/p/w500//kdAuVFP63XXxnb983ry2pLCKd9S.jpg,5.944,110min,https://www.imdb.com/title/tt0311429,superhero stephen norrington sean connery naseeruddin shah peta wilson
123,"legally blonde 2: red, white & blonde",Charles Herman-Wurmfeld,Reese Witherspoon  Sally Field  Luke Wilson,Comedy,10327,https://image.tmdb.org/t/p/w500//4kC0UGTuJgFnlZq2ZM6OiY7nuY8.jpg,5.623,95min,https://www.imdb.com/title/tt0333780,comedy charles herman-wurmfeld reese witherspoon sally field luke wilson
124,the life of david gale,Alan Parker,Kevin Spacey  Kate Winslet  Laura Linney,Crime drama,11615,https://image.tmdb.org/t/p/w500//7tcAvE82JyxIi79cwQV5br90KVz.jpg,7.431,130min,https://www.imdb.com/title/tt0289992,crime drama alan parker kevin spacey kate winslet laura linney
125,the lizzie mcguire movie,Jim Fall,Hilary Duff,Comedy,18736,https://image.tmdb.org/t/p/w500//ctfRTZs6n75KWAmL6kEvct0qSGx.jpg,6.3,94min,https://www.imdb.com/title/tt0306841,comedy jim fall hilary duff
126,looney tunes: back in action,Joe Dante,Brendan Fraser  Jenna Elfman  Steve Martin,Live-Action/Animation  Family,10715,https://image.tmdb.org/t/p/w500//pNrQaH0ATrz9wFrNpwfB1aU4MpK.jpg,6.388,93min,https://www.imdb.com/title/tt0318155,live-action/animation family joe dante brendan fraser jenna elfman steve martin
127,the lord of the rings: the return of the king,Peter Jackson,Elijah Wood  Ian McKellen  Liv Tyler,Adventure  Fantasy,122,https://image.tmdb.org/t/p/w500//rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,8.48,201min,https://www.imdb.com/title/tt0167260,adventure fantasy peter jackson elijah wood ian mckellen liv tyler
128,lost in translation,Sofia Coppola,Bill Murray  Scarlett Johansson,Comedy  Drama,153,https://image.tmdb.org/t/p/w500//wkSzJs7oMf8MIr9CQVICsvRfwA7.jpg,7.385,102min,https://www.imdb.com/title/tt0335266,comedy drama sofia coppola bill murray scarlett johansson
129,love don't cost a thing,Troy Beyer,Nick Cannon  Christina Milian,Romantic Comedy,21542,https://image.tmdb.org/t/p/w500//88zspc72LIkfiuMnGpHnsWCuqEH.jpg,6.988,100min,https://www.imdb.com/title/tt0337592,romantic comedy troy beyer nick cannon christina milian
130,malibu's most wanted,John Whitesell,Jamie Kennedy,Comedy  Drama,13411,https://image.tmdb.org/t/p/w500//bjYuoz2S8S1AED5QIMvmAi21drc.jpg,5.133,86min,https://www.imdb.com/title/tt0328099,comedy drama john whitesell jamie kennedy
131,a man apart,F. Gary Gray,Vin Diesel  Larenz Tate  Timothy Olyphant,Crime,8409,https://image.tmdb.org/t/p/w500//z0JUBNk4BTBmeMOudrRH9GnOmK0.jpg,6.075,109min,https://www.imdb.com/title/tt0266465,crime f. gary gray vin diesel larenz tate timothy olyphant
132,manhood,Bobby Roth,Nestor Carbonell  John Ritter  Janeane Garofalo,Comedy  Drama,112747,https://image.tmdb.org/t/p/w500//kEIKqVrBMHJo3nXEoifnYvkalPs.jpg,4.5,82min,https://www.imdb.com/title/tt0316219,comedy drama bobby roth nestor carbonell john ritter janeane garofalo
133,marci x,Richard Benjamin,Lisa Kudrow  Damon Wayans,Comedy,32316,https://image.tmdb.org/t/p/w500//8gDhnXFVARqa5F2sCZdelDhiVjc.jpg,3.5,84min,https://www.imdb.com/title/tt0266747,comedy richard benjamin lisa kudrow damon wayans
134,masked and anonymous,Larry Charles,Jeff Bridges  John Goodman  Bob Dylan,Comedy  Drama,24356,https://image.tmdb.org/t/p/w500//zKxB2Ivm1717Hbnuvvy2lONC4R1.jpg,5.1,112min,https://www.imdb.com/title/tt0319829,comedy drama larry charles jeff bridge john goodman bob dylan
135,master and commander: the far side of the world,Peter Weir,Russell Crowe  Paul Bettany,Drama  War,8619,https://image.tmdb.org/t/p/w500//s1cVTQEZYn4nSjZLnFbzLP0j8y2.jpg,7.1,138min,https://www.imdb.com/title/tt0311113,drama war peter weir russell crowe paul bettany
136,matchstick men,Ridley Scott,Nicolas Cage  Sam Rockwell  Alison Lohman,Crime  Comedy,7270,https://image.tmdb.org/t/p/w500//mW6HZe1aoipzH8U7ucjma6E3LLx.jpg,7.011,116min,https://www.imdb.com/title/tt0325805,crime comedy ridley scott nicolas cage sam rockwell alison lohman
137,the matrix reloaded,"Andy Wachowski, Larry Wachowski",Keanu Reeves  Laurence Fishburne  Carrie-Anne Moss,Action  Science,604,https://image.tmdb.org/t/p/w500//9TGHDvWrqKBzwDxDodHYXEmOE6J.jpg,7.024,138min,https://www.imdb.com/title/tt0234215,"action science fiction andy wachowski, larry wachowski keanu reef laurence fishburne carrie-anne moss"
138,the matrix revolutions,"Andy Wachowski, Larry Wachowski",Keanu Reeves  Laurence Fishburne  Carrie-Anne Moss,Action  Science,605,https://image.tmdb.org/t/p/w500//fgm8OZ7o4G1G1I9EeGcb85Noe6L.jpg,6.702,129min,https://www.imdb.com/title/tt0242653,"action science fiction andy wachowski, larry wachowski keanu reef laurence fishburne carrie-anne moss"
139,may,Lucky McKee,Angela Bettis  Jeremy Sisto  Anna Faris,Horror,10894,https://image.tmdb.org/t/p/w500//4aj8xe67rnmGfMIt5tmf67KI7yG.jpg,6.5,93min,https://www.imdb.com/title/tt0303361,horror lucky mckee angela bettis jeremy sisto anna faris
140,the medallion,Gordon Chan,Jackie Chan  Lee Evans  Claire Forlani,Fantasy,10610,https://image.tmdb.org/t/p/w500//jLKdbksOvi5cDqUhwXdIpeLpKki.jpg,5.572,88min,https://www.imdb.com/title/tt0288045,fantasy gordon chan jackie chan lee evans claire forlani
141,a mighty wind,Christopher Guest,Catherine O'Hara  Eugene Levy  Michael McKean,Mockumentary,13370,https://image.tmdb.org/t/p/w500//iB6Ky3EDGC3wv5ExtAapB615tt8.jpg,6.8,91min,https://www.imdb.com/title/tt0310281,mockumentary christopher guest catherine o'hara eugene levy michael mckean
142,"milwaukee, minnesota",Allan Mindel,Troy Garity,Drama,38901,https://image.tmdb.org/t/p/w500//5DYSaDPuZf0e2MIVUvCNXSv1Vcj.jpg,4.9,95min,https://www.imdb.com/title/tt0285727,drama allan mindel troy garity
143,the missing,Ron Howard,Tommy Lee Jones  Cate Blanchett  Evan Rachel Wood,Western  Drama,12146,https://image.tmdb.org/t/p/w500//86s5nw5F1G8lJtEowO0LBB4hoBW.jpg,6.3,135min,https://www.imdb.com/title/tt0338188,western drama ron howard tommy lee jones cate blanchett evan rachel wood
144,mona lisa smile,Mike Newell,Julia Roberts  Kirsten Dunst  Julia Stiles,Drama  Romance,11820,https://image.tmdb.org/t/p/w500//vyNUB0nGiZ5coKUupz6ZKhna6Of.jpg,6.9,117min,https://www.imdb.com/title/tt0304415,drama romance mike newell julia robert kirsten dunst julia stile
145,monster,Patty Jenkins,Charlize Theron  Christina Ricci,Crime  Drama,458576,https://image.tmdb.org/t/p/w500//1UCOF11QCw8kcqvce8LKOO6pimh.jpg,6.748,104min,https://www.imdb.com/title/tt6475714,crime drama patty jenkins charlize theron christina ricci
146,monster man,Michael Davis,Eric Jungmann  Justin Urich  Aimee Brooks,Horror  Comedy,1693,https://image.tmdb.org/t/p/w500//xMCJGFHu6b1jow2rrVB2IOiWMIl.jpg,5.993,95min,https://www.imdb.com/title/tt0365513,horror comedy michael davis eric jungmann justin urich aimee brook
147,my boss's daughter,David Zucker,Ashton Kutcher  Tara Reid  Terence Stamp,Romantic  Comedy,2830,https://image.tmdb.org/t/p/w500//eZsFXr3m0shC5HH7SRlZouiuQVH.jpg,4.948,83min,https://www.imdb.com/title/tt0270980,romantic comedy david zucker ashton kutcher tara reid terence stamp
148,my flesh and blood,Jonathan Karsh,A year in the life of Susan Tom and her 11 children with disabilities,Documentary,22289,https://image.tmdb.org/t/p/w500//iCRjWeLdP0jMMvq9H09Yu5rvIVi.jpg,7.813,83min,https://www.imdb.com/title/tt0342804,documentary jonathan karsh a year in the life of susan tom and her 11 child with disability
149,mystic river,Clint Eastwood,Sean Penn  Tim Robbins  Kevin Bacon,Crime  Drama,322,https://image.tmdb.org/t/p/w500//e2VNohx5jb7I6HUamCuGhKvzXDR.jpg,7.747,138min,https://www.imdb.com/title/tt0327056,crime drama clint eastwood sean penn tim robbins kevin bacon
150,national lampoon presents dorm daze,"David Hillenbrand, Scott Hillenbrand",Tatyana Ali  Boti Bliss  Marieh Delfino,Comedy,18113,https://image.tmdb.org/t/p/w500//4TjapcrHAupm0ItAVXbq9Ar3l4c.jpg,5.1,96min,https://www.imdb.com/title/tt0362511,"comedy david hillenbrand, scott hillenbrand tatyana ali boti bliss marieh delfino"
151,national lampoon's gold diggers,Gary Preisler,Will Friedle  Chris Owen  Louise Lasser,Comedy,44181,https://image.tmdb.org/t/p/w500//mOCAfLSo6hkAIdWRCvNwquwsPwy.jpg,3.8,90min,https://www.imdb.com/title/tt0376717,comedy gary preisler will friedle chris owen louise lasser
152,national security,Dennis Dugan,Martin Lawrence  Steve Zahn,Action  Comedy,11078,https://image.tmdb.org/t/p/w500//nWQqUPhvkSYCdIcc1iaaImuUBB0.jpg,5.917,88min,https://www.imdb.com/title/tt0271668,action comedy dennis dugan martin lawrence steve zahn
153,the night we called it a day,Paul Goldman,Dennis Hopper  Joel Edgerton  Melanie Griffith,Biographical,61052,https://image.tmdb.org/t/p/w500//iB9Qq9UpI1osTbtk4nz85jiTf5V.jpg,5.7,97min,https://www.imdb.com/title/tt0320159,biographical paul goldman dennis hopper joel edgerton melanie griffith
154,old school,Todd Phillips,Luke Wilson  Will Ferrell  Vince Vaughn,Comedy,11635,https://image.tmdb.org/t/p/w500//nYtuwNHpEoIbTgS3aFPSEwZNN6l.jpg,6.577,88min,https://www.imdb.com/title/tt0302886,comedy todd phillips luke wilson will ferrell vince vaughn
155,once upon a time in mexico,Robert Rodriguez,Antonio Banderas  Salma Hayek  Johnny Depp,Action,1428,https://image.tmdb.org/t/p/w500//oY0Yqsj4TwkjELkIHXJimjdbV8M.jpg,6.281,102min,https://www.imdb.com/title/tt0285823,action robert rodriguez antonio banderas salma hayek johnny depp
156,open range,Kevin Costner,Robert Duvall  Kevin Costner  Annette Bening,Western  Drama,2055,https://image.tmdb.org/t/p/w500//d0zydHSE3kaidjDdlc4T6xnp113.jpg,7.209,139min,https://www.imdb.com/title/tt0316356,western drama kevin costner robert duvall kevin costner annette bening
157,open water,Chris Kentis,Blanchard Ryan  Daniel Travis,Drama  Thriller,83,https://image.tmdb.org/t/p/w500//xOjcaWBNG2PvylJOhlkaqaAAKUr.jpg,5.497,79min,https://www.imdb.com/title/tt0374102,drama thriller chris kentis blanchard ryan daniel travis
158,the order,Brian Helgeland,Heath Ledger  Shannyn Sossamon  Benno Fürmann,Action  Thriller,675,https://image.tmdb.org/t/p/w500//5aOyriWkPec0zUDxmHFP9qMmBaj.jpg,7.694,138min,https://www.imdb.com/title/tt0373889,action thriller brian helgeland heath ledger shannyn sossamon benno fürmann
159,out of time,Carl Franklin,Denzel Washington  Eva Mendes,Crime  Drama,2116,https://image.tmdb.org/t/p/w500//wdniUkm0hwXv2RqzvwWy5XtRNvB.jpg,6.28,105min,https://www.imdb.com/title/tt0313443,crime drama carl franklin denzel washington eva mendes
160,party monster,"Fenton Bailey, Randy Barbato",Seth Green  Macaulay Culkin  Diana Scarwid,Biography  Crime,1415,https://image.tmdb.org/t/p/w500//fAkq4jzFttRaxpIt7HhpsiFGhxI.jpg,5.9,98min,https://www.imdb.com/title/tt0320244,"biography crime fenton bailey, randy barbato seth green macaulay culkin diana scarwid"
161,paper soldiers,"David V. Daniel, Damon Dash",Beanie Sigel  Kevin Hart,Crime  Comedy,24978,https://image.tmdb.org/t/p/w500//z2rHu9VeJTj5IuJkUdu7WmvPx3T.jpg,5.3,88min,https://www.imdb.com/title/tt0309986,"crime comedy david v. daniel, damon dash beanie sigel kevin hart"
162,pauly shore is dead,Pauly Shore,Pauly Shore,Mockumentary,27202,https://image.tmdb.org/t/p/w500//e5o7LfDgSKurbBQTw6lL1pouKDQ.jpg,4.393,82min,https://www.imdb.com/title/tt0284674,mockumentary pauly shore pauly shore
163,paycheck,John Woo,Ben Affleck  Aaron Eckhart  Uma Thurman,Action  Science,9620,https://image.tmdb.org/t/p/w500//icoa6KslkhXKnxLreZ6vXnDimpQ.jpg,6.184,119min,https://www.imdb.com/title/tt0338337,action science fiction john woo ben affleck aaron eckhart uma thurman
164,peter pan,P.J. Hogan,Jeremy Sumpter  Rachel Hurd-Wood  Jason Isaacs,Family  Fantasy,10693,https://image.tmdb.org/t/p/w500//fJJOs1iyrhKfZceANxoPxPwNGF1.jpg,7.2,77min,https://www.imdb.com/title/tt0046183,family fantasy p.j. hogan jeremy sumpter rachel hurd-wood jason isaac
165,phone booth,Joel Schumacher,Colin Farrell  Kiefer Sutherland  Forest Whitaker,Thriller,1817,https://image.tmdb.org/t/p/w500//o9b4cA1USAUXz0oxwWVja7sMNFa.jpg,6.838,81min,https://www.imdb.com/title/tt0183649,thriller joel schumacher colin farrell kiefer sutherland forest whitaker
